Timestamp,Please enter your worker ID,Please enter the verification code you received from the interface ,"Independent of its fluency, how helpful was having access to the AI Assistant compared to not having access?",How easy was it to interact with the AI Assistant?,How clear (or fluent) were the responses from the AI Assistant?,What adjectives would you use to describe the AI Assistant?,"Did the way you chose to interact with the AI Assistant change over the course of answering questions? If so, how?",Any feedback or comments?,Why did you find the AI Assistant helpful  or unhelpful? 
6/3/2022 11:56:39,46e67d38a1a47f17ffffba346a3dcf6b,70ed14d25f9a4bae81589960e7ef1671,4,4,5,"Helpful, interesting",Not really. I would ask it the basic question and if it wasn't giving me what I wanted I would alter parts of it until it understood what I was looking for.,Fun task. Thanks.,It helped me find the answers to questions I didn't know the answers to. It wasn't perfect but it at least got me into the ballpark where I was at least somewhat confident in the answer.
6/3/2022 12:03:47,f7f9b95753c3786de51917c4d17ac4ed,b59d80a6eea549e59f1b361d333594a0,3,4,2,"haphazard, confused, broad",I needed to rephrase my questions more often over time in order to get the relevant information I needed in order to answer the question. ,,It sometimes was unable to answer the question despite being asked in multiple different ways.
6/3/2022 12:08:37,2559ae93cd06b79e13fe6bae98473a79,de533460568d4fc2b58875d3de202e5d,3,5,4,"quick, easy",not really. i tried to be as specific as possible because it seemed like some questions weren't really understood.,none,"it was moderately helpful, but some answers required multiple rephrases of the question, which wasn't really convenient."
6/3/2022 12:23:04,69d989c41cdfdf1a5f05d189a725c3a3,3e7f97a2413a4ee6b0a2ed8ed7fbb361,2,4,4,"useless, unhelpful, inaccurate, vague","Yes, after I saw that one of its answers was wrong I stopped relying on it much.",Good luck with your research.,"At least one of its responses was completely wrong (it stated that the Star Spangled Banner was written during the Revolutionary War), so I was pretty distrustful of it after that. Also its responses rarely addressed my query in a satisfactory way. "
6/3/2022 12:23:31,21d41583b5bca5dac9e75817638f72dd,462f35c05cfd497faa710a161a197f7f,5,5,5,"Fast, helpful, reassuring ","I did try to incorporate the way the HIT instructions presented the query but that didn't always lead to a natural statement or search, or rather it was too difficult to form it into a sensible search. I just decided to ask simple, straightforward questions, and use the process of elimination.",No comments.,It's not as good as a search engine but It's better than nothing when you have no prior information about a subject.
6/3/2022 12:27:18,9af6e1a6ce44edffbaad3eaa67114d5b,4b673412d0134e9b98cd4d7f3bc7d8ee,5,5,5,"A virtual assistant, also called AI assistant or digital assistant, is an application program that understands natural language voice commands and completes ...",The newly released 2022 Gartner Magic Quadrant for Enterprise Conversational AI Platforms. Automate customer & employee interactions with Kore.ai - the Leader in Conversational AI.,nothing,helpful
6/3/2022 12:28:11,584841639b634c3e9132da9d5fb8139a,ac5a2a710a4a412aaf201b171f3f3add,5,4,4,"Fast, delightful, calm",I tried slight changes to the way I would ask a question in order to get more clear responses.,,"I think it's helpfulness was based on the questions asked, so some of the burden was on the human. Overall, it had a very high potential."
6/3/2022 12:29:52,b16d184a9ec2a92d1dd5962a0221c92e,fb81b23fb9cd4ef486a5e0cfe570d2f4,4,4,5,"articulate, responsive, literal, finicky","Yes, I would sometimes ask less specific questions in order to arrive at the eventual answer instead of just getting it through a single question",,It can be very helpful if the questions posed to it a phrased correctly. The process of phrasing them correctly can be a bit tricky however. 
6/3/2022 12:35:40,b98ba3f2a5761b8ab9e4fb8fd250aa47,7b52b441a1f74f18b8cf23b7f2ceddbe,2,2,4,"strict, dense, clumsy, clueless","Yes, a little bit. The more I used it, the more I got a feel for what I should be asking. My responses were more to the point.",,It was hard to come up with a prompt that the system would recognize. I feel like you had to ask in a very specific way to get relevant results. And it took too much time to figure out exactly how you should formulate a prompt. Sometimes felt like I was getting nowhere.
6/3/2022 12:39:48,44cea51ae8c846a63fd84e4dfa1ab4bb,045ca6fa58fa42e29faa4e89d96416a6,5,5,4,"Useful, easy, straighforward","No, the way I interacted with AI didn't change over time.",No additional feedback,I found the AI Assistant helpful as long as I phrased the query in the appropriate way or changed around how I asked the question
6/3/2022 12:49:05,f303d2d8b361b16df717c9075c260b1e,341c0c51b9b44e0fa4801b5c88be4d21,5,3,5,"helpful, smart",I try to add more questions so the answer would be more specific,"interesting HIT, good pay",it helped me choose a specific answer from the choices that was given
6/3/2022 13:16:24,660eea63b7225ac5df894418202cb372,781bc331e35641c3a67d088bf1c6b8c4,4,5,5,Intellectual and brilliant ,"Yes, AI are not just programs, they can learn reason and provide future solutions","This AI will be so useful and helpful in the academic set, If presented as a software it will sell and become popular ","Helped in providing a water to increase the PH of Water, the use of Lemon "
6/3/2022 13:18:43,196b490b228d9235ab2fd72b4a5f39a0,dde6a32451814a0cb854d888c4e363f6,4,3,4,limited useful,no,,"because it provides the answer I need thus helpful, but it requires a lot of input."
6/3/2022 13:24:48,d2c7fd10267897fdb147855662b2f951,318c01f7b8d941af839b93126fa57d42,4,3,5,"Useful, Understandable, Difficult","At first I tried to reword the questions in order to try and get a better prompt. However, this caused issues at times so I then focused more on copying and pasting the exact wording of at least part of the questions.",When the ai was unable to answer my questions I would then have a pop up window appear warning me to not switch to a new tab. This would happen multiple times before I was allowed to try another prompt. The AI itself was really interesting and I was surprised how clear the answers it provided were.,"It was able to help me answer a few questions that I did not know, but I had to try multiple types of prompts in order to get the answer I needed."
6/3/2022 13:51:03,b3d7cef6025c405a32e821b15d0da84c,1a2a68a48edf4e80bcb16a811064ccf8,4,5,5,"Helpful, clear, fluent","Yes. At first they were disabled so I could not use their help but when I could, I ran every question by the AI",No thank you,They had some answers to questions I had no ideas on. 
6/3/2022 14:45:08,9b7bc791d71703fd0c2c54fd30129db0,d6142f0371b04e39913f59d6b235eb7a,4,4,3,helpful but picky,"Yes, I learned how to best revise the questions to get the answer",It could be helpful if it open to more general input,"Some questions received great responses while others that involved more numbers, percentages, and individual letters (Vitamin A) did not produce solid responses. "
6/3/2022 14:46:39,b0aea2ddd37fec025f35e80c67d64b32,7888cab53c514abab253b6123d3bc446,2,5,2,"unclear, confusing",I tried to change my input to see if it would give better answers,,It didn't give the right answers and repeated the words I put in instead.
6/3/2022 14:47:01,86a041c6111a9db40aae6b575b22d9c6,546fd1bd3e1148ff827444ffedf46862,2,5,3,"unhelpful, slow",I tried going from simple keyword based searches to asking it full questions. ,,Most of it's answers didn't answer my question in a way I could understand. One answer was completely off topic.
6/3/2022 14:48:17,d70f1d7dc90ed6dca1cd13f853fba428,3cc92069b2e9457ea4943d9173c6669c,5,5,5,"helpful, smart, fast","No, it did not change",,it answered my questions very thoroughly
6/3/2022 14:48:37,43859fa91faf7a8d475e4ecaf404f35e,6c7181cb2b6a4ac8bf6678c90473d95c,3,4,4,None,None,good,No
6/3/2022 14:51:34,7d69e2ddb288e0b98a89b4ddee8eabc3,af1ef64c1e234a20a3c5eee1119cbe25,2,2,2,"Difficult, incoherent, odd","Yes, I kind of picked up on how to use the phrases it responds to slightly better.","Yes, please note that I did not click off of the page to seek out any answers, I had to switch tabs to read the instructions on how to interact with AI again. Not being able to have that information at my disposal without threats of rejection made the task really difficult and stressful.",It was difficult to get it to answer questions using a specific format. I would have found it easier to use Google.
6/3/2022 14:53:15,0deb18b03577d5caddc9ad1a5e926f7a,0aa0c099aee040a398c8a5a43f5457ff,3,4,4,"simple, helpful, easy",I tried to make the questions more narrow so that I would get a better answer.,,"A few of the answers were hard to understand, or did not give the requested information."
6/3/2022 14:53:51,cc3e8da0ab6593bbda5018e3effef57c,357a05c51f564ef38b4f82cd4552d399,4,2,3,"persnickity, bothersome","Yes, I chose to rephrase the question into an open ended question and that worked the best.",,"If you can figure out how to word the question, it was helpful.  But it was time consuming figuring that out."
6/3/2022 14:56:20,4c425ff5ad694b13f6838ae9dbde5d4e,112725cf70d24b588e03cc886ec9a7f2,4,5,3,"Detailed, confused, helpful",I think that I used the assistant less as the experiment went on because I got frustrated it couldn't get what I was asking on one particular prompt.,,I find it unhelpful when it couldn't figure out the answer from the way I entered the prompts. I found it helpful when it could figure out what I was trying to ask and also when I asked it for a definition of one of the terms found in a question.
6/3/2022 14:57:32,939e6f95777360c286848cd7a063ac2b,e09a3599ad3e4d0382366c49945ba545,3,4,3,weak,i tried to phrase the questions better so i could get better answers,none,it didnt always answer the question properly
6/3/2022 15:00:02,7dc6559a7077763e4eb69cd3dbb6684e,059edd7ddd08423db100920247fd3c5c,3,3,3,Complicated ,I had to glance back at the instructions a few times to see if I was just wording the questions incorrectly.  The responses weren't very clear or helpful at times. ,Thank you,"Sometimes, you way the questions had to be worded made it difficult to use."
